created_at;id;id_str;text;source;truncated;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;in_reply_to_screen_name;geo;coordinates;place;contributors;retweeted_status;is_quote_status;filter_level;lang;timestamp_ms;user_id;user_id_str;user_screen_name;user_location;user_description;user_protected;user_verified;user_followers_count;user_friends_count;user_created_at;entities_screen_name;entities_name;entities_id;entities_id_str;quoted_status_id;quoted_status_id_str;quoted_status;quoted_status_permalink;extended_entities;possibly_sensitive;extended_tweet
Sat Nov 21 20:34:30 +0000 2020;1330248242311950341;1330248242311950341;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605990870441;980934013811679234;980934013811679234;bijudoStranger;;“Posso até estar errada porém, nunca estive” pronomes: ela/dela;False;False;104;370;Mon Apr 02 22:24:28 +0000 2018;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:34:30 +0000 2020;1330248242811056128;1330248242811056128;RT @RGL4U: President Jair Bolsonaro about the attempt of installing racial tensions in Brazil. https://t.co/rFaI0mQQgd;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;en;1605990870560;528064884;528064884;ElianaDiGiacomo;São Bernardo do Campo;"Só apoia a esquerda (globalismo/socialismo/comunismo) quem nunca conversou com um refugiado.
A LIBERDADE NÃO TEM PREÇO!!!!!";False;False;7019;3808;Sun Mar 18 02:34:52 +0000 2012;RGL4U;RAFAEL GL4U;786485891648851968;786485891648851968;;;;;;False;
Sat Nov 21 20:34:30 +0000 2020;1330248243624677377;1330248243624677377;RT @PATRlOTAS: No Amapá o povo ovaciona Bolsonaro e grita 'fora Davi Alcolumbre' https://t.co/ccYgBmybCr;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;False;low;es;1605990870754;1051503430689284096;1051503430689284096;jcncarlos54;Rio de Janeiro, Brasil;"EU SOU BOLSONARO
PRESIDENTE BOLSONARO
MITO ETERNO
VOTEI NO PRESIDENTE BOLSONARO
E VOTAREI DE NOVO";False;False;3709;4962;Sun Oct 14 16:02:08 +0000 2018;PATRlOTAS;Patriotas;955586323452219393;955586323452219393;;;;;;False;
Sat Nov 21 20:34:30 +0000 2020;1330248244136472587;1330248244136472587;RT @hermanntertsch: El grandísimo Pele le dedica su camiseta al grandísimo Bolsonaro. https://t.co/jU6OCNNYWn;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;es;1605990870876;1491529760;1491529760;arcangel_irene;;El chavismo es un accidente de la historia, mas no es la historia!!!;False;False;2435;4012;Fri Jun 07 23:35:40 +0000 2013;hermanntertsch;Hermann Tertsch;257332880;257332880;;;;;;False;
Sat Nov 21 20:34:30 +0000 2020;1330248244195160067;1330248244195160067;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605990870890;79629958;79629958;nikascabora;Rio de Janeiro, Brazil;;False;False;16;123;Sun Oct 04 02:54:39 +0000 2009;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:34:31 +0000 2020;1330248244958531585;1330248244958531585;RT @VlogdoLisboa: Segura o Mito https://t.co/2gJbPan8cG;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;True;low;pt;1605990871072;1317222127683198979;1317222127683198979;Marlyjs1;;Vigilância;False;False;28;99;Fri Oct 16 21:54:48 +0000 2020;VlogdoLisboa;VLOGDOLISBOA🇧🇷🇮🇱🇺🇸 O BRASIL JÁ DEU CERTO 👍;560825868;560825868;1.3302456324020716e+18;1330245632402071555;;;;False;
Sat Nov 21 20:34:31 +0000 2020;1330248247999418368;1330248247999418368;"RT @Elainnefaria1: Bolsonaro: 
""Sou daltônico: não existe uma cor de pele melhor do que outras. Existem homens bons e homens maus.""
 
Eu es…";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;False;low;pt;1605990871797;1043837977229766656;1043837977229766656;Ronaldo39163112;Jacareí, Brasil;@fonseca;False;False;123;377;Sun Sep 23 12:22:22 +0000 2018;Elainnefaria1;Elainne faria🇧🇷;4925532509;4925532509;;;;;;;
Sat Nov 21 20:34:31 +0000 2020;1330248248133627907;1330248248133627907;RT @elpais_brasil: Em discurso durante conferência do G20, presidente segue a linha negacionista do racismo adotada pelo Governo após assas…;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605990871829;194645058;194645058;MariaLCAb;;Confesso que nunca entendi bem o que fazemos aqui nesta nossa existência temporária.;False;False;4131;5116;Fri Sep 24 17:00:09 +0000 2010;elpais_brasil;EL PAÍS Brasil;2174537102;2174537102;;;;;;;
Sat Nov 21 20:34:31 +0000 2020;1330248248771174411;1330248248771174411;RT @g20org: President of Brazil, Jair Bolsonaro, stresses the importance of global cooperation ahead of the #G20Riyadhsummit. https://t.co/…;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;en;1605990871981;1256407972999303168;1256407972999303168;alesciencia;Ribeirão Preto, Brasil;;False;False;1809;1963;Sat May 02 02:19:48 +0000 2020;g20org;G20 Saudi Arabia;925441731331543040;925441731331543040;;;;;;;
Sat Nov 21 20:34:32 +0000 2020;1330248251610640386;1330248251610640386;RT @RogerioCorreia_: É podre atrás de podre. Dinheiro sujo na conta da primeira-dama. As datas dos depósitos recebidos por Fabrício Queiroz…;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605990872658;112519435;112519435;gigiacordeiro;Brazil;Preta agora careca! Filha da Vera e do seu Francisco! Mãe da J.Lo 🐶! Vascaína que tenta jogar tênis! #LulaLivre de verdade!;False;False;1436;1414;Mon Feb 08 20:06:10 +0000 2010;RogerioCorreia_;rogeriocorreia_;245392082;245392082;;;;;;;
Sat Nov 21 20:34:32 +0000 2020;1330248251774300175;1330248251774300175;RT @LeoniceMariana1: Acabei de ler no https://t.co/sfoFNfjbeD https://t.co/XSTRLmSpKi;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605990872697;1272520063619391488;1272520063619391488;Elcy48639336;EUA;E a quinta conta,mais não vou desistir;False;False;2949;2948;Mon Jun 15 13:26:02 +0000 2020;LeoniceMariana1;Leonice Maria;1267626458958233603;1267626458958233603;;;;;;False;
Sat Nov 21 20:34:33 +0000 2020;1330248254185943043;1330248254185943043;RT @PATRlOTAS: No Amapá o povo ovaciona Bolsonaro e grita 'fora Davi Alcolumbre' https://t.co/ccYgBmybCr;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;False;low;es;1605990873272;1106772040399405057;1106772040399405057;NanciRomanato;Jundiaí, Brasil;🇧🇷 Mãe da Laura, Mauricio e Gustavo. Gateira. Advogada. Casada. Feliz. Da Direita, I love Brasil...ahhh, odeio o PT..blok esquerdista...Palmeirense.. 💚;False;False;3065;2972;Sat Mar 16 04:19:52 +0000 2019;PATRlOTAS;Patriotas;955586323452219393;955586323452219393;;;;;;False;
Sat Nov 21 20:34:33 +0000 2020;1330248255851143171;1330248255851143171;RT @PATRlOTAS: No Amapá o povo ovaciona Bolsonaro e grita 'fora Davi Alcolumbre' https://t.co/ccYgBmybCr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;es;1605990873669;1103143754905649152;1103143754905649152;brunove15563373;Brasil;Sou conservador luto pelo futuro do meu país e tenho esperança em um Brasil melhor sem corrupção!!🇧🇷🇺🇲🇮🇱;False;False;421;611;Wed Mar 06 04:02:21 +0000 2019;PATRlOTAS;Patriotas;955586323452219393;955586323452219393;;;;;;False;
Sat Nov 21 20:34:33 +0000 2020;1330248256257974274;1330248256257974274;"RT @Valente38Carla: Embarque do Presidente Bolsonaro ao Amapá, acompanhado do senador caroneiro Batoré.
Presidente Bolsonaro ao chegar cump…";"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605990873766;1327951296381530114;1327951296381530114;MelloEurdice1;;🇧🇷100% Bolsonaro 🇧🇷 #Bolsonaro2022 🇧🇷#DeusFamiliaPatria  #DireitaConservadora #PelasCriancas #NaoIdeologiaDeGenero #FortalecerDireita #DireitaSegueDireita;False;False;362;808;Sun Nov 15 12:27:30 +0000 2020;Valente38Carla;Carla Valente;230344210;230344210;;;;;;;
Sat Nov 21 20:34:33 +0000 2020;1330248256761294851;1330248256761294851;RT @MarceloBackes_: Não há racismo, nem corrupção no governo. A piada mata! Corregedor-geral do Tribunal de Justiça do Rio de Janeiro, que…;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605990873886;122086086;122086086;sonlaurentino;Jaboatão dos Guararapes, Brasi;Professor, Espírita Cristão, leonino, esposo e pai, pernambucano.;False;False;103;312;Thu Mar 11 15:01:43 +0000 2010;MarceloBackes_;Marcelo Backes 🚩;1082939283298811904;1082939283298811904;;;;;;;
Sat Nov 21 20:34:33 +0000 2020;1330248256836808707;1330248256836808707;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605990873904;866478489217765376;866478489217765376;leandromarquue;nova serrana mg ;;False;False;142;439;Mon May 22 02:19:05 +0000 2017;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:34:34 +0000 2020;1330248260804612103;1330248260804612103;RT @mlauju22: Bom dia a todos, estou aqui esperando o Jair Bolsonaro revelar quais são os países que estão comprando madeira ilegal da Amaz…;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;False;low;pt;1605990874850;1263485647;1263485647;mlsermaria;;;False;False;2902;5002;Wed Mar 13 03:34:10 +0000 2013;mlauju22;🔰🔰Ⓜ️ario Cavalcante🔰🔰;1194547570091184129;1194547570091184129;;;;;;;
Sat Nov 21 20:34:36 +0000 2020;1330248266777243649;1330248266777243649;RT @Estadao: Bolsonaro deve anunciar em Macapá isenção na conta de luz para consumidores do Amapá https://t.co/vEmH50mfv7;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605990876274;85865906;85865906;arianeluna;Macapá;"Pos Graduanda em Inclusão e Direitos das Pessoas com Deficiência 
➡️ Especialista em Educação Especial e Inclusiva
➡️Bacharel em Direito 
➡️Palestrante";False;False;1237;1741;Wed Oct 28 17:26:35 +0000 2009;Estadao;Estadão;9317502;9317502;;;;;;False;
Sat Nov 21 20:34:36 +0000 2020;1330248268471824384;1330248268471824384;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605990876678;1242930389984968706;1242930389984968706;jfsprodrigues80;Ribeirão Preto, Brasil;player Clash royale;False;False;17;317;Wed Mar 25 21:44:42 +0000 2020;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:34:36 +0000 2020;1330248268765405188;1330248268765405188;RT @PATRlOTAS: No Amapá o povo ovaciona Bolsonaro e grita 'fora Davi Alcolumbre' https://t.co/ccYgBmybCr;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;es;1605990876748;1317972325061505024;1317972325061505024;chines_eu;;Chinês bolsonalita, sélio calaio!;False;False;117;367;Sun Oct 18 23:34:44 +0000 2020;PATRlOTAS;Patriotas;955586323452219393;955586323452219393;;;;;;False;
Sat Nov 21 20:34:37 +0000 2020;1330248272800321547;1330248272800321547;RT @PATRlOTAS: Bolsonaro hoje em Macapá - Amapá https://t.co/60fRY5JxTp;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605990877710;1314249553164541952;1314249553164541952;DeusAcimadeTo10;;;False;False;530;435;Thu Oct 08 17:01:38 +0000 2020;PATRlOTAS;Patriotas;955586323452219393;955586323452219393;;;;;;False;
Sat Nov 21 20:34:37 +0000 2020;1330248272817086465;1330248272817086465;RT @do_genocida: 🔥A NOVELA FLÁVIO BOLSONARO NINGUÉM AGUENTA MAIS, AS PROVAS ESTÃO AÍ, O Q FALTA?#ForaBolsonaroeMourao #BolsonaroMarmitaDoCe…;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;False;low;pt;1605990877714;1264369164539572225;1264369164539572225;Leugim_ghiri11;;Antifascismo;False;False;3620;3531;Sun May 24 01:34:42 +0000 2020;do_genocida;𝐁𝐨𝐥𝐬𝐨𝐧𝐚𝐫𝐨 𝐆𝐞𝐧𝐨𝐜𝐢𝐝𝐚 🇧🇷🏴;1177767914205798400;1177767914205798400;;;;;;;
Sat Nov 21 20:34:38 +0000 2020;1330248274473857024;1330248274473857024;RT @RGL4U: President Jair Bolsonaro about the attempt of installing racial tensions in Brazil. https://t.co/rFaI0mQQgd;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;en;1605990878109;896740510911651841;896740510911651841;FcoNogBarros;João Pessoa, Brasil;"A candeia do corpo são os olhos; de sorte que, se os teus olhos forem bons, todo o teu corpo terá luz; Mateus 6:22";False;False;2319;4988;Sun Aug 13 14:29:33 +0000 2017;RGL4U;RAFAEL GL4U;786485891648851968;786485891648851968;;;;;;True;
Sat Nov 21 20:34:38 +0000 2020;1330248275434278914;1330248275434278914;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605990878338;56883499;56883499;vinipcardoso;São Paulo;🤘🏼💙;False;False;471;380;Wed Jul 15 01:31:40 +0000 2009;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:34:38 +0000 2020;1330248276206120966;1330248276206120966;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605990878522;700829502818148354;700829502818148354;lucas_rmor;Nova Iorque, USA;Aspiring evolutionary geneticist interested in adaptation genomics, ornithology and Neotropical biogeography. PhD candidate at @E3BColumbia and @RGGSatAMNH;False;False;371;500;Fri Feb 19 23:49:09 +0000 2016;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:34:38 +0000 2020;1330248277787353094;1330248277787353094;RT @MidiaNINJA: BOLSONARO DEVE EXPLICAÇÕES AO AMAPÁ! A AGU reverteu decisão do juiz João Bosco Costa, que tinha determinado ao governo Bols…;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605990878899;54119353;54119353;sergio_pm;;;False;False;310;400;Mon Jul 06 04:55:08 +0000 2009;MidiaNINJA;Mídia NINJA;1540034828;1540034828;;;;;;;
Sat Nov 21 20:34:39 +0000 2020;1330248279070826505;1330248279070826505;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605990879205;1316832711756185601;1316832711756185601;Bruna08751773;;"Infeliz a nação que necessita de heróis
                   ◆ B. Brecht";False;False;21;59;Thu Oct 15 20:06:15 +0000 2020;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:34:39 +0000 2020;1330248281574793221;1330248281574793221;RT @GuilhermeBoulos: INACEITÁVEL! Ao negar a existência do racismo na reunião da cúpula do G-20, Bolsonaro choca o mundo e reafirma o discu…;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605990879802;1158496512424517632;1158496512424517632;Lovely7Valkiria;;Fan account;False;False;318;925;Mon Aug 05 21:54:27 +0000 2019;GuilhermeBoulos;Guilherme Boulos 50;762402774260875265;762402774260875265;;;;;;;
Sat Nov 21 20:34:40 +0000 2020;1330248283734814725;1330248283734814725;RT @BlitzSpitfire: Bolsonaro no aeroporto de Macapá hoje. Em 2020, será que ele tem chances? https://t.co/3QTJrZl3Ah;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605990880317;1036399528998522881;1036399528998522881;Advmarinho2;São Paulo;"https://parler.com/profile/Advmarinho
Abri um canal com a finalidade de despertar +1 quanto nossas questões políticas no Brasil e no mundo.";False;False;826;1973;Sun Sep 02 23:44:37 +0000 2018;BlitzSpitfire;O Monge / The Monk;1161730060459630595;1161730060459630595;;;;;;False;
Sat Nov 21 20:34:40 +0000 2020;1330248284477263874;1330248284477263874;"RT @felipeneto: Segundo Bolsonaro e sua corja...

O que não existe no Brasil:
- Racismo
- Homofobia
- Queimadas
- Massacre indígena
- Destr…";"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605990880494;41717411;41717411;ohtheuniverse;Porto Alegre, Brasil;𝙾 𝚑, 𝚃 𝚑 𝚎 𝚄 𝚗 𝚒 𝚟 𝚎 𝚛 𝚜 𝚎 ! 🖤👁‍🗨👅👁‍🗨🤍Psicólogo/Músico/DJ/Compositor;False;False;1232;681;Fri May 22 01:01:41 +0000 2009;felipeneto;Felipe Neto 🇧🇷🏴;14128609;14128609;;;;;;;
Sat Nov 21 20:34:40 +0000 2020;1330248286314385410;1330248286314385410;"RT @JornalDaCidadeO: “Alguns falam que eu fui eleito nesse sistema. Fui eleito porque tive muito voto. Fui roubado demais”

https://t.co/N1…";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605990880932;708711955276701697;708711955276701697;viviancastrosou;Minas Gerais, Brasil;"Mineirinha uai 🔺 Gado e robô do Bolsonaro; Passadora de pano do governo; Anti-feminista; Armamentista; Conservadora";False;False;1214;1238;Sat Mar 12 17:51:12 +0000 2016;JornalDaCidadeO;Jornal da Cidade Online;994303120376303616;994303120376303616;;;;;;;
Sat Nov 21 20:34:41 +0000 2020;1330248288747069445;1330248288747069445;"RT @ManoJuOliveira1: https://t.co/GMvmictJhB

Mais um caso grave fruto do desmonte da Petrobrás pelo governo Bolsonaro.

Graças a Deus não…";"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";False;;;;;;;;;;;False;low;pt;1605990881512;2815015394;2815015394;ananoronha6;;;False;False;4569;4954;Wed Sep 17 14:19:52 +0000 2014;ManoJuOliveira1;Mano Ju Oliveira;1241759596760489984;1241759596760489984;;;;;;False;
Sat Nov 21 20:34:42 +0000 2020;1330248291574034432;1330248291574034432;RT @_Leitadas_Loen: Elegemos Bolsonaro imaginando realmente uma quebra do establishment, uma ruptura da forma de fazer política e até começ…;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";False;;;;;;;;;;;False;low;pt;1605990882186;1243037778339868672;1243037778339868672;drAngioMax;Macapá, Brasil;Médico, judeu, professor universitário, ciclista, pai de duas, mais brabo que pinscher miniatura. Funcionário do gabinete do ódio.;False;False;964;2216;Thu Mar 26 04:51:25 +0000 2020;_Leitadas_Loen;Deixa o Loen te leitar? 🥛;1267925527605755905;1267925527605755905;;;;;;;
Sat Nov 21 20:34:42 +0000 2020;1330248291783766017;1330248291783766017;RT @PATRlOTAS: Bolsonaro hoje em Macapá - Amapá https://t.co/60fRY5JxTp;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";False;;;;;;;;;;;False;low;pt;1605990882236;1234952391310610432;1234952391310610432;Lourdes49838843;;São paulina roxa, ama filmes e séries. patriota, Cristã. sirvo um Deus vivo e poderoso.;False;False;160;342;Tue Mar 03 21:23:07 +0000 2020;PATRlOTAS;Patriotas;955586323452219393;955586323452219393;;;;;;False;
